BU_CODE,pop,hh,p_hh_low_income,p_hh_lowest_20,p_hh_highest_40,cars_per_hh,nr_w_migr,nr_nw_migr,avg_inc_per_res,area_total,area_land,pop_density,house_price,nr_hh_low_income,1-nr_hh_low_income,nr_hh_lowest_20,nr_hh_highest_40,p_w_migr,p_nw_migr
BU03633202,450,210,0.049,0.29100000000000004,0.315,0.6,70,120,,0.13,0.09,5198.0,491,10.290000000000001,199.71,61.11000000000001,66.15,,0.26666666666666666
BU03633203,15,10,,,,,5,0,,0.76,0.46,37.0,,,,,,,0.0
BU03633300,1470,770,0.07200000000000001,0.27,0.377,0.6,385,445,,0.36,0.23,6451.0,513,55.440000000000005,714.56,207.9,290.29,,0.30272108843537415
BU03633301,2495,1270,0.08,0.33899999999999997,0.317,0.5,480,705,,0.34,0.27,9356.0,460,101.60000000000001,1168.4,430.53,402.59000000000003,,0.28256513026052105
BU03633302,3085,1620,0.061,0.278,0.32,0.5,580,455,42.8,0.71,0.17,18238.0,537,98.82,1521.18,450.36,518.4,,0.14748784440842788
BU03633303,2380,1370,0.094,0.35,0.26,0.6,480,425,,1.04,0.13,18810.0,432,128.78,1241.22,479.49999999999994,356.2,,0.17857142857142858
BU03633304,2740,1110,0.057,0.21899999999999997,0.442,0.7,520,390,38.1,0.36,0.16,17638.0,583,63.27,1046.73,243.08999999999997,490.62,,0.14233576642335766
BU03633305,2835,1195,0.085,0.278,0.38799999999999996,0.6,475,505,36.0,0.27,0.12,23926.0,574,101.575,1093.425,332.21000000000004,463.65999999999997,,0.1781305114638448
BU03633306,1435,785,0.131,0.45,0.165,0.5,285,540,,0.13,0.11,13176.0,387,102.83500000000001,682.165,353.25,129.525,,0.37630662020905925
BU03633307,1740,1030,0.113,0.405,0.192,0.5,325,550,,0.14,0.1,17299.0,364,116.39,913.61,417.15000000000003,197.76,,0.3160919540229885
BU03633308,35,20,,,,,5,5,,0.05,0.04,826.0,,,,,,,0.14285714285714285
BU03633309,455,270,0.138,0.374,0.264,0.5,85,115,,0.31,0.17,2624.0,,37.260000000000005,232.74,100.98,71.28,,0.25274725274725274
BU03633310,155,90,,,,0.9,35,10,,0.1,0.05,3090.0,,,,,,,0.06451612903225806
BU03633400,20,15,,,,,5,0,,0.38,0.35,68.0,,,,,,,0.0
BU03633402,490,455,,0.972,0.006,0.1,135,135,,0.23,0.23,2182.0,152,,,442.26,2.73,,0.2755102040816326
BU03633403,300,245,,0.9079999999999999,0.025,0.3,60,20,,0.22,0.17,1790.0,,,,222.45999999999998,6.125,,0.06666666666666667
BU03633404,70,30,,,,,10,5,,1.9,1.2,61.0,,,,,,,0.07142857142857142
BU03633405,2760,1695,0.091,0.48100000000000004,0.171,0.4,645,835,32.6,0.29,0.29,9582.0,271,154.245,1540.755,815.2950000000001,289.845,,0.302536231884058
BU03633406,0,0,,,,,0,0,,0.24,0.24,,,,,,,,
BU03633500,1540,660,0.087,0.31,0.324,0.7,300,565,,0.22,0.14,10639.0,369,57.419999999999995,602.58,204.6,213.84,,0.36688311688311687
BU03633501,2660,925,0.075,0.271,0.40399999999999997,0.8,335,825,31.7,0.23,0.23,11808.0,523,69.375,855.625,250.675,373.7,,0.3101503759398496
BU03633502,2820,980,0.034,0.139,0.569,0.9,480,595,42.4,0.3,0.27,10388.0,664,33.32,946.68,136.22,557.62,,0.21099290780141844
BU03633504,2835,1410,0.131,0.42100000000000004,0.231,0.5,555,1090,31.6,0.18,0.17,16707.0,385,184.71,1225.29,593.61,325.71000000000004,,0.3844797178130511
BU03633505,5600,2205,0.096,0.29600000000000004,0.324,0.6,935,2310,30.8,0.35,0.31,18028.0,410,211.68,1993.32,652.6800000000001,714.4200000000001,,0.4125
BU03633600,450,255,0.033,0.23600000000000002,0.34299999999999997,0.5,115,45,,0.53,0.52,864.0,503,8.415000000000001,246.585,60.18000000000001,87.46499999999999,,0.1
BU03633601,95,60,,,,,30,40,,0.68,0.68,142.0,,,,,,,0.42105263157894735
BU03633700,550,375,0.042,0.449,0.17600000000000002,0.4,150,140,,0.14,0.11,5133.0,273,15.750000000000002,359.25,168.375,66.0,,0.2545454545454545
BU03633702,5775,2920,0.162,0.551,0.114,0.4,885,3115,22.7,0.34,0.34,16942.0,283,473.04,2446.96,1608.92,332.88,,0.5393939393939394
BU03633703,3930,2230,0.154,0.506,0.16,0.4,680,1365,29.5,0.22,0.2,19779.0,316,343.42,1886.58,1128.38,356.8,,0.3473282442748092
BU03633704,1950,985,0.128,0.465,0.213,0.4,400,635,,0.09,0.08,23501.0,390,126.08,858.92,458.02500000000003,209.805,,0.32564102564102565
BU03633705,4275,2515,0.195,0.593,0.08900000000000001,0.4,730,1825,25.3,0.2,0.19,22143.0,287,490.425,2024.575,1491.395,223.83500000000004,,0.4269005847953216
BU03633706,2400,1305,0.158,0.53,0.095,0.4,345,1160,,0.1,0.1,24501.0,301,206.19,1098.81,691.6500000000001,123.97500000000001,,0.48333333333333334
BU03633802,4100,2390,0.083,0.415,0.161,0.4,865,1140,32.0,0.34,0.3,13849.0,308,198.37,2191.63,991.8499999999999,384.79,,0.2780487804878049
BU03633803,1780,995,0.11800000000000001,0.496,0.166,0.4,300,615,,0.07,0.07,26884.0,331,117.41000000000001,877.59,493.52,165.17000000000002,,0.3455056179775281
BU03633900,2095,1405,0.14,0.685,0.064,0.3,330,905,,0.15,0.14,14785.0,228,196.70000000000002,1208.3,962.4250000000001,89.92,,0.431980906921241
BU03633901,2225,1265,0.145,0.562,0.165,0.3,425,1005,,0.17,0.16,13925.0,335,183.42499999999998,1081.575,710.9300000000001,208.72500000000002,,0.451685393258427
BU03633902,2080,1000,0.155,0.503,0.16699999999999998,0.4,265,1195,,0.13,0.12,17042.0,341,155.0,845.0,503.0,166.99999999999997,,0.5745192307692307
BU03633903,3755,1530,0.27399999999999997,0.584,0.07400000000000001,0.5,295,3020,16.2,0.3,0.3,12657.0,272,419.21999999999997,1110.78,893.52,113.22000000000001,,0.8042609853528628
BU03634000,1700,1150,0.078,0.418,0.17600000000000002,0.3,475,200,,0.09,0.08,20973.0,317,89.7,1060.3,480.7,202.40000000000003,,0.11764705882352941
BU03634001,3200,1815,0.10800000000000001,0.48200000000000004,0.193,0.3,690,600,32.6,0.12,0.12,25998.0,395,196.02,1618.98,874.83,350.295,,0.1875
BU03634002,1910,1100,0.166,0.5489999999999999,0.14300000000000002,0.3,385,585,,0.07,0.07,26846.0,361,182.60000000000002,917.4,603.9,157.3,,0.306282722513089
BU03634100,1930,1205,0.17800000000000002,0.614,0.09,0.4,380,650,,0.07,0.07,27167.0,322,214.49,990.51,739.87,108.45,,0.33678756476683935
BU03634101,2260,1335,0.20199999999999999,0.603,0.102,0.3,350,1025,,0.08,0.08,28836.0,311,269.66999999999996,1065.33,805.005,136.17,,0.45353982300884954
BU03634102,1405,855,0.155,0.5479999999999999,0.111,0.3,225,520,,0.04,0.04,33037.0,307,132.525,722.475,468.53999999999996,94.905,,0.3701067615658363
BU03634103,1915,0,,,,,160,1470,,0.1,0.1,19918.0,,,,,,,0.7676240208877284
BU03634200,3085,1790,0.16,0.547,0.11800000000000001,0.3,530,1235,28.1,0.12,0.12,26438.0,315,286.40000000000003,1503.6,979.1300000000001,211.22000000000003,,0.40032414910858993
BU03634201,3470,1995,0.18600000000000003,0.588,0.113,0.4,535,1475,26.2,0.16,0.14,24011.0,315,371.07000000000005,1623.9299999999998,1173.06,225.435,,0.4250720461095101
BU03634202,1940,1165,0.132,0.496,0.147,0.4,425,530,,0.06,0.06,31907.0,328,153.78,1011.22,577.84,171.255,,0.27319587628865977
BU03634203,1860,1105,0.122,0.536,0.139,0.3,430,480,,0.08,0.08,24182.0,321,134.81,970.19,592.2800000000001,153.59500000000003,,0.25806451612903225
BU03634300,3905,2245,0.092,0.46399999999999997,0.205,0.4,925,820,35.1,0.17,0.16,24989.0,406,206.54,2038.46,1041.6799999999998,460.22499999999997,,0.20998719590268886
BU03634301,3015,1750,0.099,0.46,0.205,0.4,615,555,34.9,0.18,0.16,18596.0,376,173.25,1576.75,805.0,358.75,,0.18407960199004975
BU03634400,1540,915,0.054000000000000006,0.47200000000000003,0.22899999999999998,0.5,345,165,,0.09,0.08,18294.0,523,49.410000000000004,865.59,431.88000000000005,209.535,,0.10714285714285714
BU03634401,3620,2135,0.087,0.42700000000000005,0.225,0.4,770,560,39.6,0.19,0.16,22823.0,394,185.74499999999998,1949.255,911.6450000000001,480.375,,0.15469613259668508
BU03634402,2545,1545,0.08,0.392,0.23399999999999999,0.4,630,390,41.2,0.11,0.1,26014.0,372,123.60000000000001,1421.4,605.64,361.53,,0.15324165029469547
BU03634403,2150,1305,0.099,0.425,0.22899999999999998,0.5,510,335,,0.12,0.11,19063.0,386,129.195,1175.805,554.625,298.84499999999997,,0.1558139534883721
BU03634404,1685,975,0.09300000000000001,0.424,0.248,0.5,395,210,,0.08,0.07,24304.0,455,90.67500000000001,884.325,413.4,241.8,,0.12462908011869436
BU03634405,265,195,,0.635,0.2,1.4,130,20,,0.38,0.33,814.0,,,,123.825,39.0,,0.07547169811320754
BU03634500,2420,1535,0.096,0.45799999999999996,0.215,0.4,645,375,,0.11,0.1,24266.0,421,147.36,1387.6399999999999,703.03,330.025,,0.15495867768595042
BU03634501,1505,970,0.154,0.581,0.127,0.3,325,390,,0.24,0.19,7948.0,380,149.38,820.62,563.5699999999999,123.19,,0.2591362126245847
BU03634600,1375,610,0.068,0.201,0.5579999999999999,0.9,495,135,,0.12,0.11,11987.0,1164,41.480000000000004,568.52,122.61000000000001,340.37999999999994,,0.09818181818181818
BU03634601,2560,1240,0.066,0.289,0.41600000000000004,0.6,770,370,57.0,0.14,0.14,18872.0,795,81.84,1158.16,358.35999999999996,515.84,,0.14453125
BU03634602,1555,790,0.081,0.301,0.43700000000000006,0.8,465,155,,0.19,0.19,8274.0,1318,63.99,726.01,237.79,345.23,,0.09967845659163987
BU03634603,0,0,,,,,0,0,,0.25,0.2,,,,,,,,
BU03634700,1535,785,0.07,0.27899999999999997,0.46399999999999997,0.6,525,180,,0.16,0.15,9946.0,1025,54.95,730.05,219.015,364.23999999999995,,0.11726384364820847
BU03634701,790,440,0.053,0.316,0.39,0.6,320,100,,0.11,0.11,7115.0,1007,23.32,416.68,139.04,171.6,,0.12658227848101267
BU03634702,1835,970,0.071,0.303,0.42,0.7,550,180,,0.13,0.13,13922.0,1127,68.86999999999999,901.13,293.90999999999997,407.4,,0.09809264305177112
BU03634703,2925,1455,0.061,0.27,0.488,0.7,995,290,75.9,0.19,0.19,15026.0,1252,88.755,1366.245,392.85,710.04,,0.09914529914529914
BU03634704,795,345,0.057999999999999996,0.23800000000000002,0.518,0.9,210,60,,0.11,0.1,7735.0,1532,20.009999999999998,324.99,82.11,178.71,,0.07547169811320754
BU03634705,2055,1090,0.063,0.348,0.354,0.6,630,220,,0.13,0.12,16559.0,857,68.67,1021.33,379.32,385.85999999999996,,0.1070559610705596
BU03634706,1385,880,0.057999999999999996,0.43700000000000006,0.15,0.5,260,105,,0.11,0.1,14164.0,578,51.04,828.96,384.56000000000006,132.0,,0.07581227436823104
BU03634707,5,5,,,,,5,0,,0.13,0.13,,,,,,,,0.0
BU03634708,0,0,,,,,0,0,,0.24,0.21,,,,,,,,
BU03634709,1380,870,0.08,0.402,0.261,0.4,425,175,,0.06,0.06,23627.0,490,69.60000000000001,800.4,349.74,227.07000000000002,,0.12681159420289856
BU03634800,1070,650,0.157,0.611,0.091,0.3,170,335,,0.06,0.05,19717.0,380,102.05,547.95,397.15,59.15,,0.3130841121495327
BU03634801,1465,900,0.158,0.5589999999999999,0.11,0.4,270,360,,0.16,0.15,9842.0,427,142.2,757.8,503.09999999999997,99.0,,0.24573378839590443
BU03634802,2425,1535,0.213,0.629,0.08199999999999999,0.4,425,820,,0.12,0.12,20550.0,336,326.955,1208.045,965.515,125.86999999999999,,0.33814432989690724
BU03634803,2305,1155,0.079,0.35700000000000004,0.355,0.5,645,550,,0.23,0.21,11016.0,607,91.245,1063.755,412.33500000000004,410.025,,0.2386117136659436
BU03634804,390,155,0.033,0.23199999999999998,0.445,1.0,60,15,,0.3,0.23,1720.0,,5.115,149.885,35.96,68.975,,0.038461538461538464
BU03634805,4160,2445,0.085,0.43700000000000006,0.23600000000000002,0.5,1000,655,40.4,0.21,0.2,20857.0,460,207.82500000000002,2237.175,1068.4650000000001,577.02,,0.15745192307692307
BU03634900,785,330,0.066,0.21899999999999997,0.594,1.2,190,75,,0.22,0.19,4088.0,1985,21.78,308.22,72.27,196.01999999999998,,0.09554140127388536
BU03634901,1245,575,0.073,0.28300000000000003,0.479,0.9,400,125,,0.15,0.15,8561.0,1263,41.974999999999994,533.025,162.72500000000002,275.425,,0.10040160642570281
BU03634902,75,25,,,,,10,5,,0.11,0.1,817.0,,,,,,,0.06666666666666667
BU03634903,1385,630,0.064,0.254,0.495,0.9,445,145,,0.14,0.14,9616.0,1134,40.32,589.68,160.02,311.85,,0.10469314079422383
BU03634904,2440,1155,0.057999999999999996,0.27399999999999997,0.478,0.7,835,265,,0.15,0.15,16232.0,999,66.99,1088.01,316.46999999999997,552.09,,0.10860655737704918
BU03634905,2690,1350,0.048,0.271,0.429,0.7,840,280,55.8,0.16,0.15,17432.0,786,64.8,1285.2,365.85,579.15,,0.10408921933085502
BU03635000,0,0,,,,,0,0,,0.02,0.02,,,,,,,,
BU03635001,0,0,,,,,0,0,,0.0,0.0,,,,,,,,
BU03635003,0,0,,,,,0,0,,0.06,0.06,,,,,,,,
BU03635005,0,0,,,,,0,0,,0.04,0.04,,,,,,,,
BU03635006,0,0,,,,,0,0,,0.27,0.27,,,,,,,,
BU03635100,325,90,,,,1.3,50,40,,0.1,0.1,3156.0,,,,,,,0.12307692307692308
BU03635101,6090,2200,0.092,0.264,0.405,0.7,985,2135,31.7,0.49,0.44,13700.0,457,202.4,1997.6,580.8000000000001,891.0000000000001,,0.3505747126436782
BU03635102,1830,840,0.1,0.396,0.14400000000000002,0.6,285,960,,0.14,0.11,16020.0,340,84.0,756.0,332.64000000000004,120.96000000000001,,0.5245901639344263
BU03635200,3020,1650,0.069,0.35600000000000004,0.315,0.5,735,320,44.7,0.15,0.14,21652.0,593,113.85000000000001,1536.15,587.4000000000001,519.75,,0.10596026490066225
BU03635201,4395,2450,0.079,0.444,0.257,0.5,945,560,38.9,0.26,0.25,17480.0,519,193.55,2256.45,1087.8,629.65,,0.12741751990898748
BU03635202,3150,1735,0.055,0.429,0.28300000000000003,0.5,675,340,40.1,0.16,0.16,19674.0,548,95.425,1639.575,744.3149999999999,491.00500000000005,,0.10793650793650794
BU03635203,2410,1375,0.076,0.43799999999999994,0.249,0.4,560,310,,0.14,0.14,17174.0,495,104.5,1270.5,602.2499999999999,342.375,,0.12863070539419086
BU03635206,1505,895,0.151,0.579,0.163,0.4,250,280,,0.13,0.13,11500.0,359,135.14499999999998,759.855,518.2049999999999,145.88500000000002,,0.18604651162790697
BU03635207,610,320,0.028999999999999998,0.153,0.513,0.5,180,90,,0.17,0.17,3686.0,540,9.28,310.72,48.96,164.16,,0.14754098360655737
BU03635300,2400,1555,0.14800000000000002,0.5720000000000001,0.135,0.4,470,470,,0.13,0.12,19426.0,383,230.14000000000004,1324.86,889.4600000000002,209.925,,0.19583333333333333
BU03635301,2905,1775,0.11,0.56,0.152,0.4,595,650,31.4,0.16,0.13,21918.0,408,195.25,1579.75,994.0000000000001,269.8,,0.22375215146299485
BU03635400,2480,1585,0.153,0.574,0.159,0.3,470,545,,0.18,0.17,14878.0,368,242.505,1342.495,909.79,252.01500000000001,,0.21975806451612903
BU03635401,2710,1675,0.09300000000000001,0.475,0.187,0.4,515,400,36.6,0.23,0.19,14181.0,391,155.77500000000003,1519.225,795.625,313.225,,0.14760147601476015
BU03635402,2150,1335,0.10400000000000001,0.49,0.184,0.5,435,280,,0.29,0.26,8322.0,412,138.84,1196.16,654.15,245.64,,0.13023255813953488
BU03635403,1715,1090,0.23600000000000002,0.698,0.071,0.3,285,595,,0.08,0.08,21641.0,358,257.24,832.76,760.8199999999999,77.38999999999999,,0.3469387755102041
BU03635404,45,25,,,,,5,5,,0.32,0.27,167.0,,,,,,,0.1111111111111111
BU03635501,2415,1555,0.115,0.7390000000000001,0.10300000000000001,0.2,570,765,,0.18,0.18,13779.0,242,178.82500000000002,1376.175,1149.1450000000002,160.16500000000002,,0.3167701863354037
BU03635502,1025,600,0.044000000000000004,0.23800000000000002,0.255,0.4,260,185,,0.19,0.18,5559.0,454,26.400000000000002,573.6,142.8,153.0,,0.18048780487804877
BU03635503,2135,1035,0.06,0.385,0.306,0.9,380,405,,0.16,0.16,13614.0,477,62.099999999999994,972.9,398.475,316.71,,0.18969555035128804
BU03635504,10,5,,,,,0,0,,0.29,0.25,41.0,,,,,,,0.0
BU03635505,850,495,0.23600000000000002,0.746,0.047,0.4,100,370,,0.11,0.11,7834.0,265,116.82000000000001,378.18,369.27,23.265,,0.43529411764705883
BU03635506,1850,895,0.094,0.49,0.201,0.6,245,335,,0.29,0.28,6684.0,381,84.13,810.87,438.55,179.895,,0.1810810810810811
BU03635507,2390,1420,0.17300000000000001,0.67,0.125,0.4,380,665,,0.36,0.36,6631.0,343,245.66000000000003,1174.34,951.4000000000001,177.5,,0.27824267782426776
BU03635508,615,340,0.17300000000000001,0.614,0.078,0.3,105,345,,0.09,0.07,8380.0,300,58.82000000000001,281.18,208.76,26.52,,0.5609756097560976
BU03635600,2670,1360,0.052000000000000005,0.368,0.32899999999999996,0.6,540,260,43.9,0.18,0.17,15545.0,592,70.72000000000001,1289.28,500.48,447.43999999999994,,0.09737827715355805
BU03635601,2930,1320,0.059000000000000004,0.379,0.34,0.6,485,315,40.8,0.19,0.19,15813.0,596,77.88000000000001,1242.12,500.28000000000003,448.8,,0.1075085324232082
BU03635602,5115,2465,0.055999999999999994,0.381,0.28300000000000003,0.6,970,560,33.7,0.4,0.4,12930.0,473,138.04,2326.96,939.165,697.595,,0.10948191593352884
BU03635603,305,180,0.034,0.462,0.228,0.6,40,15,,0.21,0.21,1443.0,435,6.12,173.88,83.16000000000001,41.04,,0.04918032786885246
BU03635604,250,245,0.632,0.996,0.0,0.0,10,165,,0.25,0.24,1049.0,,154.84,90.16,244.02,0.0,,0.66
BU03635605,1650,735,0.064,0.302,0.35700000000000004,0.7,245,420,,0.26,0.26,6388.0,502,47.04,687.96,221.97,262.39500000000004,,0.2545454545454545
BU03635606,0,0,,,,,0,0,,0.27,0.27,,,,,,,,
BU03635607,2670,1985,0.055999999999999994,0.687,0.139,0.1,1000,545,,0.42,0.41,6534.0,252,111.15999999999998,1873.84,1363.6950000000002,275.915,,0.20411985018726592
BU03635608,265,250,0.5670000000000001,0.975,0.008,0.2,35,160,,0.85,0.7,382.0,,141.75000000000003,108.24999999999997,243.75,2.0,,0.6037735849056604
BU03635700,3250,1960,0.16899999999999998,0.652,0.065,0.5,410,855,23.3,0.46,0.44,7425.0,307,331.23999999999995,1628.76,1277.92,127.4,,0.2630769230769231
BU03635701,5,0,,,,,0,5,,0.39,0.38,,,,,,,,1.0
BU03635702,0,0,,,,,0,0,,0.28,0.27,,,,,,,,
BU03635801,1365,840,0.16,0.853,0.031,0.3,340,350,,0.48,0.46,2990.0,517,134.4,705.6,716.52,26.04,,0.2564102564102564
BU03635804,75,30,,,,,15,5,,0.51,0.45,176.0,,,,,,,0.06666666666666667
BU03635805,40,5,,,,,5,5,,1.19,1.1,39.0,,,,,,,0.125
BU03635806,1835,1230,0.079,0.53,0.21,0.6,315,305,,0.37,0.28,6513.0,335,97.17,1132.83,651.9,258.3,,0.16621253405994552
BU03635807,730,435,0.04,0.203,0.428,0.5,255,135,,0.15,0.12,6373.0,515,17.400000000000002,417.6,88.305,186.18,,0.18493150684931506
BU03635808,30,20,,,,,10,5,,0.24,0.23,145.0,,,,,,,0.16666666666666666
BU03635809,705,620,0.08900000000000001,0.8079999999999999,0.047,0.1,190,165,,0.26,0.21,3347.0,,55.18000000000001,564.8199999999999,500.96,29.14,,0.23404255319148937
BU03635900,1335,665,0.032,0.20199999999999999,0.431,0.9,400,190,,0.27,0.24,5473.0,846,21.28,643.72,134.32999999999998,286.615,,0.14232209737827714
BU03635901,0,0,,,,,0,0,,0.17,0.14,,,,,,,,
BU03636000,4845,2545,0.24,0.679,0.057999999999999996,0.4,600,2375,19.3,0.58,0.49,9873.0,233,610.8,1934.2,1728.055,147.60999999999999,,0.49019607843137253
BU03636001,2410,1235,0.20800000000000002,0.662,0.075,0.5,270,930,,0.37,0.36,6748.0,271,256.88,978.12,817.57,92.625,,0.38589211618257263
BU03636002,2385,1245,0.13699999999999998,0.5579999999999999,0.086,0.6,315,590,,0.36,0.35,6894.0,247,170.56499999999997,1074.435,694.7099999999999,107.07,,0.24737945492662475
BU03636100,2500,1465,0.205,0.628,0.075,0.5,350,1115,,0.4,0.2,12349.0,275,300.325,1164.675,920.02,109.875,,0.446
BU03636101,4315,2175,0.201,0.606,0.096,0.5,605,2080,20.7,0.34,0.32,13459.0,292,437.175,1737.825,1318.05,208.8,,0.4820393974507532
BU03636102,1265,690,0.174,0.593,0.077,0.5,170,470,,0.32,0.29,4408.0,301,120.05999999999999,569.94,409.16999999999996,53.13,,0.3715415019762846
BU03636103,180,70,,,,1.2,40,15,,0.39,0.37,484.0,,,,,,,0.08333333333333333
BU03636200,1045,535,0.075,0.5770000000000001,0.099,0.7,130,175,,0.12,0.11,9397.0,262,40.125,494.875,308.69500000000005,52.965,,0.1674641148325359
BU03636201,2475,1310,0.131,0.5920000000000001,0.106,0.7,265,340,,0.35,0.32,7794.0,260,171.61,1138.3899999999999,775.5200000000001,138.85999999999999,,0.13737373737373737
BU03636300,1880,930,0.14800000000000002,0.574,0.102,0.7,210,390,,0.17,0.17,11164.0,260,137.64000000000001,792.36,533.8199999999999,94.86,,0.2074468085106383
BU03636400,145,60,,,,0.8,25,5,,0.03,0.02,6600.0,,,,,,,0.034482758620689655
BU03636401,120,55,,,,1.1,15,20,,0.03,0.03,4783.0,,,,,,,0.16666666666666666
BU03636402,1045,400,0.025,0.159,0.534,0.9,155,45,,0.12,0.1,10472.0,566,10.0,390.0,63.6,213.60000000000002,,0.0430622009569378
BU03636403,360,130,0.032,0.153,0.473,1.0,75,10,,0.08,0.07,5242.0,575,4.16,125.84,19.89,61.489999999999995,,0.027777777777777776
BU03636404,5,0,,,,,0,5,,0.18,0.14,,,,,,,,1.0
BU03636500,1155,560,0.1,0.555,0.111,0.7,110,240,,0.18,0.17,6703.0,256,56.0,504.0,310.8,62.160000000000004,,0.2077922077922078
BU03636501,4235,2035,0.109,0.527,0.11,0.8,455,780,22.2,0.53,0.51,8383.0,255,221.815,1813.185,1072.445,223.85,,0.18417945690672963
BU03636502,4020,2110,0.16,0.598,0.086,0.6,495,1300,22.8,0.69,0.65,6166.0,250,337.6,1772.4,1261.78,181.45999999999998,,0.32338308457711445
BU03636503,2295,760,0.077,0.248,0.38799999999999996,0.9,230,880,,0.3,0.26,8846.0,437,58.519999999999996,701.48,188.48,294.87999999999994,,0.38344226579520696
BU03636601,415,180,0.109,0.34600000000000003,0.313,1.2,60,20,,0.47,0.45,929.0,339,19.62,160.38,62.28000000000001,56.34,,0.04819277108433735
BU03636602,1415,590,0.039,0.28,0.213,1.0,175,430,,0.51,0.49,2902.0,344,23.01,566.99,165.20000000000002,125.67,,0.303886925795053
BU03636603,2435,980,0.057,0.271,0.32899999999999996,1.0,280,485,,0.42,0.36,6688.0,365,55.86,924.14,265.58000000000004,322.41999999999996,,0.19917864476386038
BU03636604,145,65,,,,1.1,15,10,,1.47,0.77,188.0,,,,,,,0.06896551724137931
BU03636605,3155,1550,0.18100000000000002,0.6459999999999999,0.049,0.5,380,1565,17.4,0.3,0.3,10401.0,213,280.55,1269.45,1001.2999999999998,75.95,,0.4960380348652932
BU03636606,1325,685,0.086,0.415,0.147,0.8,170,340,,0.16,0.16,8352.0,271,58.91,626.09,284.275,100.695,,0.25660377358490566
BU03636700,2190,895,0.062,0.27399999999999997,0.369,1.0,245,340,,1.31,1.17,1878.0,423,55.49,839.51,245.22999999999996,330.255,,0.1552511415525114
